0 0.3087
1 3.574
2 11.448
3 17.8292
4 21.3391
5 22.3131
6 21.5254
7 19.7077
8 17.4098
9 14.9959
10 12.6827
11 10.5832
12 8.7438
13 7.1707
14 5.8480
15 4.7494
16 3.8452
17 3.1058
18 2.5042
19 2.0164
20 1.6221
21 1.3039
22 1.0476
23 0.8413
24 0.6754
25 0.5421
26 0.4351
27 0.3491
28 0.2801
29 0.2248
30 0.1803
